id,label,predict_result,predict_score,predict_detail,type
1,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
2,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
3,1,0,0.4904349744319916,{'0': 0.4904349744319916, '1': 0.48591071367263794, '2': 0.023629533126950264, '3': 2.47355637839064e-05},predict
4,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
5,2,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
6,2,0,0.3980828523635864,{'0': 0.3980828523635864, '1': 0.3064880669116974, '2': 0.2768063247203827, '3': 0.018622778356075287},predict
7,2,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
8,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
9,3,2,0.4400646686553955,{'0': 0.13239696621894836, '1': 0.08792736381292343, '2': 0.4400646686553955, '3': 0.3396109342575073},predict
10,1,1,0.5218164920806885,{'0': 0.4711935818195343, '1': 0.5218164920806885, '2': 0.0069887381978333, '3': 1.1649257203316665e-06},predict
11,3,2,0.461434543132782,{'0': 0.1971508413553238, '1': 0.1353432983160019, '2': 0.461434543132782, '3': 0.20607134699821472},predict
12,1,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
13,2,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
14,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
15,2,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
16,0,1,0.4937141239643097,{'0': 0.4876039922237396, '1': 0.4937141239643097, '2': 0.018668157979846, '3': 1.365420212096069e-05},predict
17,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
18,2,2,0.4419999420642853,{'0': 0.13498060405254364, '1': 0.08976983278989792, '2': 0.4419999420642853, '3': 0.33324962854385376},predict
19,1,1,0.5151993036270142,{'0': 0.4758366346359253, '1': 0.5151993036270142, '2': 0.008961914107203484, '3': 2.1681576072296593e-06},predict
20,0,0,0.47823280096054077,{'0': 0.47823280096054077, '1': 0.4079102575778961, '2': 0.11246196180582047, '3': 0.0013950627762824297},predict
21,2,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
22,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
23,2,3,0.5002099275588989,{'0': 0.07818616181612015, '1': 0.0502023808658123, '2': 0.37140145897865295, '3': 0.5002099275588989},predict
24,2,2,0.4576007127761841,{'0': 0.21939584612846375, '1': 0.15226341784000397, '2': 0.4576007127761841, '3': 0.17073994874954224},predict
25,1,1,0.5865858197212219,{'0': 0.4129745364189148, '1': 0.5865858197212219, '2': 0.0004396381846163422, '3': 1.2046377229069094e-09},predict
26,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
27,1,2,0.45362570881843567,{'0': 0.23109391331672668, '1': 0.16130401194095612, '2': 0.45362570881843567, '3': 0.1539764106273651},predict
28,1,1,0.567661702632904,{'0': 0.431309312582016, '1': 0.567661702632904, '2': 0.0010288974735885859, '3': 9.922187516053782e-09},predict
29,2,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
30,1,0,0.4926442801952362,{'0': 0.4926442801952362, '1': 0.44730353355407715, '2': 0.059787817299366, '3': 0.00026434368919581175},predict
31,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
32,1,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
33,0,2,0.4513770043849945,{'0': 0.23645170032978058, '1': 0.16547921299934387, '2': 0.4513770043849945, '3': 0.14669206738471985},predict
34,0,1,0.5729946494102478,{'0': 0.4261937141418457, '1': 0.5729946494102478, '2': 0.0008116227691061795, '3': 5.508248523966586e-09},predict
35,0,0,0.4939418137073517,{'0': 0.4939418137073517, '1': 0.4588439166545868, '2': 0.04707145690917969, '3': 0.0001427475071977824},predict
36,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
37,2,2,0.4190295934677124,{'0': 0.28570061922073364, '1': 0.2049873173236847, '2': 0.4190295934677124, '3': 0.09028241038322449},predict
38,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
39,1,1,0.5572784543037415,{'0': 0.44109922647476196, '1': 0.5572784543037415, '2': 0.0016223372658714652, '3': 3.073279231102788e-08},predict
40,2,2,0.45794475078582764,{'0': 0.21815747022628784, '1': 0.15131230652332306, '2': 0.45794475078582764, '3': 0.17258544266223907},predict
41,0,0,0.477065771818161,{'0': 0.477065771818161, '1': 0.4057329595088959, '2': 0.11569549143314362, '3': 0.001505769439972937},predict
42,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
43,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
44,1,0,0.4562007188796997,{'0': 0.4562007188796997, '1': 0.3733115494251251, '2': 0.16639509797096252, '3': 0.004092629998922348},predict
45,1,1,0.6573584079742432,{'0': 0.3426264822483063, '1': 0.6573584079742432, '2': 1.513552797405282e-05, '3': 2.900697531563884e-13},predict
46,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
47,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
48,2,2,0.4507921040058136,{'0': 0.14903905987739563, '1': 0.09986568987369537, '2': 0.4507921040058136, '3': 0.3003031015396118},predict
49,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
50,1,1,0.4937674403190613,{'0': 0.4875817894935608, '1': 0.4937674403190613, '2': 0.018637172877788544, '3': 1.3597236829809844e-05},predict
51,1,0,0.4939528703689575,{'0': 0.4939528703689575, '1': 0.45909976959228516, '2': 0.04680658504366875, '3': 0.0001406955416314304},predict
52,1,2,0.4432174265384674,{'0': 0.25229111313819885, '1': 0.17795580625534058, '2': 0.4432174265384674, '3': 0.12653563916683197},predict
53,0,1,0.5693874955177307,{'0': 0.429659366607666, '1': 0.5693874955177307, '2': 0.0009530913084745407, '3': 8.206029633583967e-09},predict
54,2,2,0.44104403257369995,{'0': 0.13368727266788483, '1': 0.08884702622890472, '2': 0.44104403257369995, '3': 0.3364216685295105},predict
55,2,2,0.40709564089775085,{'0': 0.29882535338401794, '1': 0.21590454876422882, '2': 0.40709564089775085, '3': 0.07817450165748596},predict
56,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
57,1,0,0.4475618600845337,{'0': 0.4475618600845337, '1': 0.36194509267807007, '2': 0.1849651336669922, '3': 0.0055278898216784},predict
58,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
59,0,1,0.609408974647522,{'0': 0.3904377818107605, '1': 0.609408974647522, '2': 0.00015322085528168827, '3': 8.854669081292954e-11},predict
60,3,3,0.5335876941680908,{'0': 0.06909483671188354, '1': 0.04405779764056206, '2': 0.35325971245765686, '3': 0.5335876941680908},predict
61,0,1,0.5081130862236023,{'0': 0.48031631112098694, '1': 0.5081130862236023, '2': 0.01156649086624384, '3': 4.105262632947415e-06},predict
