id,label,predict_result,predict_score,predict_detail,type
1,3,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
2,3,2,0.3580358326435089,{'0': 0.17765438556671143, '1': 0.13048025965690613, '2': 0.3580358326435089, '3': 0.33382952213287354},predict
3,1,1,0.5297462940216064,{'0': 0.4187849164009094, '1': 0.5297462940216064, '2': 0.051356010138988495, '3': 0.00011272749543422833},predict
4,3,3,0.41361382603645325,{'0': 0.14623647928237915, '1': 0.10474089533090591, '2': 0.3354088366031647, '3': 0.41361382603645325},predict
5,2,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
6,2,1,0.421514630317688,{'0': 0.4155566692352295, '1': 0.421514630317688, '2': 0.15885622799396515, '3': 0.00407251575961709},predict
7,2,2,0.3715304732322693,{'0': 0.21145790815353394, '1': 0.15950113534927368, '2': 0.3715304732322693, '3': 0.2575105130672455},predict
8,3,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
9,3,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
10,1,1,0.5391226410865784,{'0': 0.41586098074913025, '1': 0.5391226410865784, '2': 0.04494134709239006, '3': 7.505833491450176e-05},predict
11,3,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
12,1,2,0.3618515431880951,{'0': 0.18487785756587982, '1': 0.13655927777290344, '2': 0.3618515431880951, '3': 0.3167113959789276},predict
13,2,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
14,3,2,0.3637738525867462,{'0': 0.18893972039222717, '1': 0.1400056928396225, '2': 0.3637738525867462, '3': 0.3072807788848877},predict
15,2,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
16,0,0,0.3666497468948364,{'0': 0.3666497468948364, '1': 0.3259080648422241, '2': 0.276611864566803, '3': 0.030830323696136475},predict
17,3,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
18,2,2,0.3739039897918701,{'0': 0.2257692515850067, '1': 0.17226257920265198, '2': 0.3739039897918701, '3': 0.2280641496181488},predict
19,1,2,0.33919385075569153,{'0': 0.3170332908630371, '1': 0.263319194316864, '2': 0.33919385075569153, '3': 0.08045365661382675},predict
20,0,2,0.37437066435813904,{'0': 0.23607225716114044, '1': 0.1816476285457611, '2': 0.37437066435813904, '3': 0.20790943503379822},predict
21,2,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
22,3,3,0.41898101568222046,{'0': 0.14424243569374084, '1': 0.10314387828111649, '2': 0.3336327373981476, '3': 0.41898101568222046},predict
23,2,2,0.37435659766197205,{'0': 0.2372775375843048, '1': 0.18275697529315948, '2': 0.37435659766197205, '3': 0.20560891926288605},predict
