id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8
0,3,-0.6099239954878825,-0.7782199569460437,0.20130156252110404,0.2283270429182238,1.8526164910200607,-0.772992409131067,1.584290081501558,-0.3230487798762295,-0.35146530938449405
1,2,-0.6099239954878825,0.01557990855014729,-1.1251588740353278,0.2283270429182238,1.0784297517776824,-0.048392465173706614,1.584290081501558,-0.8391567908589684,-1.144715010003208
2,2,-0.6099239954878825,-0.18287005782390048,-0.32928261210146864,-0.6978121873624676,0.6913363821564932,-0.048392465173706614,1.584290081501558,-0.8391567908589684,-1.1573159532361983
3,3,-0.6099239954878825,1.6031796395425293,-0.32928261210146864,-0.6978121873624676,1.4655231213988715,1.4008074227410143,-0.6311975386807002,-0.8391567908589684,-0.8770465868121127
4,2,-0.6099239954878825,-0.7782199569460437,-0.32928261210146864,-3.476229878204542,-0.4699437267070742,1.4008074227410143,-0.6311975386807002,-0.3230487798762295,-0.9678953227015733
5,4,1.0617107502023027,1.4047296731684817,0.7318857371436767,0.2283270429182238,-0.8570370963282633,1.4008074227410143,1.584290081501558,1.2252752530719875,-0.7729871846300009
6,3,-0.6099239954878825,-0.18287005782390048,-1.1251588740353278,-0.6978121873624676,-0.08285035708588503,-0.772992409131067,-0.6311975386807002,-0.8391567908589684,-1.1455279740827555
7,2,-0.27559704634984544,0.21402987492419506,-1.1251588740353278,0.2283270429182238,-0.4699437267070742,-0.772992409131067,1.584290081501558,0.19305923110650947,-1.1034570829661599
8,2,-0.6099239954878825,-0.18287005782390048,-0.594574699412755,-3.476229878204542,-0.8570370963282633,-0.048392465173706614,1.584290081501558,-0.8391567908589684,-1.0241930852102543
9,2,-0.6099239954878825,-0.579769990571996,-0.8598667867240414,-0.6978121873624676,-0.8570370963282633,-0.048392465173706614,-0.6311975386807002,-0.3230487798762295,-1.1034570829661599
10,5,4.070653292444637,-3.159619553434617,0.9971778244549631,-0.6978121873624676,-0.8570370963282633,-0.048392465173706614,-0.6311975386807002,3.8058153079856822,2.402856992123272
11,0,-0.6099239954878825,-0.38132002419794825,-1.1251588740353278,0.2283270429182238,2.2397098606412498,-0.048392465173706614,1.584290081501558,-0.8391567908589684,-0.4758488135552994
12,2,-0.27559704634984544,-0.38132002419794825,-0.594574699412755,-0.6978121873624676,-0.8570370963282633,-0.048392465173706614,1.584290081501558,0.19305923110650947,-0.8701363921359567
13,2,-0.6099239954878825,0.41247984129824283,-1.1251588740353278,0.2283270429182238,-1.2441304659494525,-0.048392465173706614,1.584290081501558,-0.8391567908589684,-0.8809081661899644
14,0,0.3930568519262287,0.21402987492419506,0.7318857371436767,0.2283270429182238,-0.8570370963282633,-0.772992409131067,-0.6311975386807002,-0.8391567908589684,0.3854866287255382
15,2,-0.6099239954878825,1.4047296731684817,-0.594574699412755,0.2283270429182238,0.3042430125353041,1.4008074227410143,1.584290081501558,-0.3230487798762295,-1.1481701073412862
16,2,-0.6099239954878825,0.6109298076722905,-1.1251588740353278,-3.476229878204542,-0.8570370963282633,-0.772992409131067,1.584290081501558,-0.3230487798762295,-0.9748055173777292
17,3,-0.6099239954878825,-0.7782199569460437,-0.32928261210146864,-0.6978121873624676,-0.8570370963282633,-0.048392465173706614,1.584290081501558,-0.3230487798762295,-0.4020723233363415
