id,x0,x1,x2,x3,x4,x5,x6,x7,x8
0,2.222345284918911,-0.7134516399042077,-0.9126065867533554,1.4697709592339516,-0.9867118333335316,-1.2518977921853398,-0.6729001566106871,-1.227468345671668,0.2283270429182238
1,2.222345284918911,-1.2940889426103699,1.5961703094484958,-0.715285946096692,-0.7649301493001645,-1.2518977921853398,0.3037504960622101,0.8146849599227441,0.2283270429182238
2,2.222345284918911,-1.2940889426103699,1.5961703094484958,-0.715285946096692,1.6746683750668752,-1.2518977921853398,0.3037504960622101,0.8146849599227441,-0.6978121873624676
3,2.222345284918911,-0.8295791004454401,1.5961703094484958,1.4697709592339516,0.011305744816620932,-1.2518977921853398,0.3037504960622101,0.8146849599227441,-0.6978121873624676
4,2.222345284918911,-0.8295791004454401,1.5961703094484958,-0.715285946096692,-0.32136678123342993,-1.2518977921853398,-0.6729001566106871,0.8146849599227441,-3.476229878204542
5,2.222345284918911,-0.8295791004454401,0.34178186134757016,-0.715285946096692,0.7875416389334063,-1.2518977921853398,1.2804011487351075,-1.227468345671668,0.2283270429182238
6,2.222345284918911,-1.2940889426103699,1.5961703094484958,1.4697709592339516,-0.4322576232501136,1.7588602471155843,-0.6729001566106871,0.8146849599227441,-0.6978121873624676
7,2.222345284918911,-1.2940889426103699,1.5961703094484958,-0.715285946096692,-0.9867118333335316,1.7588602471155843,-0.6729001566106871,0.8146849599227441,0.2283270429182238
8,2.222345284918911,0.3316955049668843,1.5961703094484958,1.4697709592339516,-0.6540393072834808,1.7588602471155843,0.3037504960622101,0.8146849599227441,-3.476229878204542
9,2.222345284918911,-1.2940889426103699,1.5961703094484958,-0.715285946096692,1.785559217083559,-1.2518977921853398,1.2804011487351075,0.8146849599227441,-0.6978121873624676
10,2.222345284918911,-0.7134516399042077,-0.9126065867533554,-0.715285946096692,0.3439782708666718,1.7588602471155843,-0.6729001566106871,-1.227468345671668,-0.6978121873624676
